data:text/csv;charset=utf-8,"sep=,"
Game ID, Name, Image, Year Published, Price, Artists, Designers, Primary Family, Other Families, Categories, Mechanics, BGG Rating, User Rating, Complexity, Language Level, Play Time, Minimum Age, Recommended Min Age, Minimum Players, Maximum Players, Minimum Players (Base Game), Maximum Players (Base Game), Best with x Number of Players, Recommended with x Number of Players, Number of Plays, BGG Rank, Owners, Type
350198,"Terminus","https://cf.geekdo-images.com/Le7bVq9gLxbjbL7bJ9jaKg__original/img/kuK8IRSaOIKhMdCYi9fqWfO5EVk=/0x0/filters:format(png)/pic7301864.png",2024,Unknown,"Edu Valls","Earl Aspiras,Tom Volpe","","Crowdfunding: Kickstarter,Digital Implementations: TableTop Simulator Mod (TTS),Digital Implementations: Tabletopia,Misc: LongPack Games","City Building,Economic,Industry / Manufacturing,Trains,Transportation","Action Drafting,Connections,End Game Bonuses,Grid Coverage,Grid Movement,Income,Market,Network and Route Building,Open Drafting,Point to Point Movement,Resource to Move,Rondel,Tile Placement,Turn Order: Pass Order,Variable Set-up,Worker Placement",7.1,"Not Rated",3.7,1,90 - 180,14,12,1,5,1,5,"4","3,4,5","0",3967,"",Base Game,
378654,"Threads of Fate","https://cf.geekdo-images.com/PyDoKJguSGY03z6F_FY_RQ__original/img/UJx8oHbti98FAsL5YZDLVh2Lbw0=/0x0/filters:format(png)/pic7432204.png",2023,Unknown,"Rita Orlov","Rita Orlov","","Category: Escape Room Games,Crowdfunding: Kickstarter,Misc: Limited Replayability","Adventure,Deduction,Fantasy,Murder / Mystery,Mythology,Puzzle","Cooperative Game,Paper-and-Pencil,Pattern Recognition,Role Playing,Storytelling",8.4,"Not Rated",3.4,5,300 - 800,14,14,1,4,1,4,"2","1,2,3","2",6937,"",Base Game,
364994,"Tidal Blades: Banner Festival","https://cf.geekdo-images.com/UEH2fN9xIOUOpHzpGrdzbw__original/img/XypDTVttIjZNi50oAJVsVMzLdSw=/0x0/filters:format(jpeg)/pic6936303.jpg",2022,Unknown,"Lina Cossette","J.B. Howell,Michael Mihealsick","","Organizations: Game Designers of North Carolina,Theme: Anthropomorphic Animals","Card Game","Area Majority / Influence,Hand Management,Simultaneous Action Selection,Trick-taking",7.0,"Not Rated",1.9,3,30 - 45,8,6,2,5,2,5,"4","2,3,4,5","2",4054,"excali8ur",Base Game,
462479,"Timespan","https://cf.geekdo-images.com/YrHXIu4shaLJ5zqQtHDc9w__original/img/l5vRstmSyuqv3-jnj_kGtEhAwdg=/0x0/filters:format(png)/pic9389424.png",2026,Unknown,"Nilanjan Malakar","Kenneth Minde,Kristian Amundsen Østby","","Admin: Upcoming Releases","Civilization","Tech Trees / Tech Tracks,Variable Player Powers,Worker Placement",8.4,"Not Rated",2.0,Unknown,90,12,Unknown,1,5,1,5,"","","0",Unknown,"",Base Game,
267979,"Tiwanaku","https://cf.geekdo-images.com/02c2OrgtQ7YsLZWm6pVXSw__original/img/2t4atmBxMzLKmhvy1xQvsLDI038=/0x0/filters:format(png)/pic6620308.png",2022,Unknown,"Raphaël Samakh","Olivier Grégoire","Abstract Game","Country: Inca Empire,Crowdfunding: Kickstarter,Digital Implementations: Board Game Arena,Digital Implementations: Tabletopia,Mountains: Andes,Occupation: Farmer","Deduction,Exploration","Cooperative Game,Deduction,Grid Movement,Modular Board,Solo / Solitaire Game",7.2,"Not Rated",2.2,1,30 - 60,14,12,1,4,1,4,"","1,2,3,4","4",2347,"excali8ur",Base Game,
424808,"Torii","https://cf.geekdo-images.com/P8GcbYRM_htA047M3RDQ8A__original/img/CHTKiIvSLdowNyU2v8fojzXVwuk=/0x0/filters:format(png)/pic9065593.png",2024,Unknown,"Julia Reynaud","Kuan Chen","","Admin: Upcoming Releases,Country: Japan","Abstract Strategy,Animals","Action Points,Chaining",6.9,"Not Rated",1.3,Unknown,15 - 30,10,6,2,2,2,2,"2","2","0",14857,"",Base Game,
88,"Torres","https://cf.geekdo-images.com/vLDgCpcL-beOsC5iWfZ9ig__original/img/upBZeKEaQHY6LZS7R-hykx6a7kY=/0x0/filters:format(jpeg)/pic3515154.jpg",1999,Unknown,"Alessandra Cimatoribus,Michael Menzel,Franz Vohwinkel","Michael Kiesling,Wolfgang Kramer","Abstract Game,Strategy Game","Components: 3-Dimensional (3D),Components: 8 x 8 Grids,Digital Implementations: Boiteajeux,Digital Implementations: Yucata,Misc: LongPack Games,Series: The Mask Trilogy (Kramer / Kiesling)","Abstract Strategy,Medieval","Action Points,Area Majority / Influence,Catch the Leader,Enclosure,Grid Movement,Hand Management,Square Grid,Three Dimensional Movement,Tile Placement,Turn Order: Stat-Based,Zone of Control",7.1,"Not Rated",2.8,1,60,10,10,2,4,2,4,"4","2,3,4","2",855,"excali8ur",Base Game,
236508,"Towers of the Sun","https://cf.geekdo-images.com/imtDd2e6_mj2F0oC6HYzjg__original/img/23ljxmCiAafffjmjQCYCf7Gzmfg=/0x0/filters:format(jpeg)/pic3789548.jpg",2023,Unknown,"Koen de Graaf,Vincent Wielders","Stefan Brakman","","","Abstract Strategy,Bluffing,Children's Game","Area Majority / Influence,Area Movement,Hand Management,Modular Board,Tile Placement",7.2,"Not Rated",2.5,Unknown,20 - 60,10,10,2,4,2,4,"2,3,4","2,3,4","0",19919,"",Base Game,
313065,"Transmissions","https://cf.geekdo-images.com/mQ5iuKUNKDdorpkJvGwVPA__original/img/gV_GopktLHS26X7mwa16J9Th5aw=/0x0/filters:format(jpeg)/pic5663973.jpg",2022,Unknown,"Matt Dixon,Peter Gifford,Chad Hoverter","Adam West","","Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Misc: Made by Panda,Theme: Robots","Science Fiction","Hand Management,Rondel,Set Collection,Variable Player Powers,Worker Placement",7.3,"Not Rated",2.0,1,45 - 60,10,8,1,4,1,4,"3","1,2,3,4","4",2861,"excali8ur",Base Game,
356123,"Turing Machine","https://cf.geekdo-images.com/un5yundwtC6q1U9gWTY8Yw__original/img/wFqPVYmL1i9rc426afzYana7ZnE=/0x0/filters:format(png)/pic6883492.png",2022,Unknown,"Sébastien Bizos","Fabien Gridel,Yoann Levet","Strategy Game","Digital Implementations: Board Game Arena,Misc: Watch It Played How To Videos,Players: Games with Solitaire Rules,Theme: Computer / Information Technology Industry,Theme: Teaching Programming","Deduction,Math,Spies / Secret Agents","Deduction,Paper-and-Pencil,Solo / Solitaire Game",7.6,"Not Rated",2.5,2,20,14,12,1,4,1,4,"1","1,2,3,4","21",324,"excali8ur",Base Game,
359288,"TwinStar Valley","https://cf.geekdo-images.com/XFk6g90HprfrLQKKv_aFQw__original/img/8Bpj1x6HzuCY1WnPfghOv4fXJpA=/0x0/filters:format(jpeg)/pic8977271.jpg",2025,Unknown,"David Ausloos","David Ausloos","","","Economic,Farming,Transportation","Contracts,Investment,Market,Network and Route Building,Solo / Solitaire Game,Turn Order: Claim Action,Worker Placement",7.1,"Not Rated",2.5,1,60 - 80,12,12,1,4,1,4,"4","1,2,3,4","0",11112,"",Base Game,
126163,"Tzolk'in: The Mayan Calendar","https://cf.geekdo-images.com/kXf7mDyDYuHg6oe8yTUIEA__original/img/f6-Au0KTnNR4nugSu2U-wPNbZCU=/0x0/filters:format(jpeg)/pic4604439.jpg",2012,Unknown,"Milan Vavroň","Simone Luciani,Daniele Tascini","Strategy Game","Components: Calendars,Components: Gears,Country: Guatemala,Country: Mexico,Digital Implementations: Board Game Arena,Digital Implementations: Boiteajeux,Game: Tzolk'in – The Mayan Calendar,Players: Games with expansions that change player count,Series: T games (Daniele Tascini),Theme: Mayans,Theme: Native Americans / First Peoples,Theme: Tropical","Ancient,Civilization,Economic,Farming,Mythology","Bias,End Game Bonuses,Once-Per-Game Abilities,Track Movement,Turn Order: Claim Action,Worker Placement",7.8,"Not Rated",3.7,1,90,13,12,2,5,2,4,"4","2,3,4","0",77,"excali8ur",Base Game,
143065,"Tzolk'in: The Mayan Calendar – Tribes & Prophecies","https://cf.geekdo-images.com/MoFm3Gwr2gN4MqtZBGkn1A__original/img/23nzJYRCVGbfTsNQwVVAD8RV_7I=/0x0/filters:format(png)/pic1758469.png",2013,Unknown,"Milan Vavroň","Simone Luciani,Daniele Tascini","Strategy Game","Country: Guatemala,Country: Mexico,Game: Tzolk'in – The Mayan Calendar,Players: Expansions Changing Player Count,Theme: Mayans,Theme: Native Americans / First Peoples,Theme: Tropical","Expansion for Base-game,Ancient,Civilization,Economic,Farming,Mythology","Set Collection,Variable Player Powers,Worker Placement",8.1,"Not Rated",3.6,2,90,13,12,2,5,2,5,"4","2,3,4","0",Unknown,"excali8ur",Expansion,
244193,"Under the Sea","https://cf.geekdo-images.com/GDuG2MqEjsBWhSL8uN_mpQ__original/img/EvbT98IbO39QwffNiI6NoYAbuFg=/0x0/filters:format(jpeg)/pic3955815.jpg",2017,Unknown,"Erika Signini","Luca Bellini,Luca Borsa","","","Animals,Children's Game,Memory","Cooperative Game,Memory,Set Collection",6.2,"Not Rated",1.0,Unknown,5 - 10,2,3,1,4,1,4,"3,4","1,2,3,4","5",Unknown,"excali8ur",Base Game,
241724,"Villagers","https://cf.geekdo-images.com/rMMSvnXuBPZSihIaVtVT-A__original/img/PivWbEOFSDhHXl2NCHw8xSErORA=/0x0/filters:format(png)/pic4996383.png",2019,Unknown,"Haakon Gaarder","Haakon Gaarder","Strategy Game,Family Game","Crowdfunding: Kickstarter,Digital Implementations: Board Game Arena,Digital Implementations: Tabletopia,Digital Implementations: Yucata,Mechanism: Tableau Building,Players: Games with Solitaire Rules","Card Game,City Building,Industry / Manufacturing,Medieval","Open Drafting,Set Collection,Solo / Solitaire Game",7.1,"Not Rated",2.2,2,30 - 60,10,10,1,5,1,5,"3","1,2,3,4","5",934,"excali8ur",Base Game,
194690,"Viral","https://cf.geekdo-images.com/NeZO7t39b9_PM4juLEluSw__original/img/IuSKAbgCefvOLsCfRlTemO0pea0=/0x0/filters:format(jpeg)/pic3399864.jpg",2017,Unknown,"Mihajlo Dimitrievski","Gil d'Orey,Antonio Sousa Lara","Family Game","Crowdfunding: Spieleschmiede,Game: Viral,Medical: Diseases,Misc: LongPack Games,Series: Dice Tower Essentials,Theme: Biology,Theme: Science,Theme: Villainy","Humor,Medical","Area Majority / Influence,Area Movement,Catch the Leader,Deck, Bag, and Pool Building,Hand Management,Simultaneous Action Selection",6.9,"Not Rated",2.6,3,60 - 90,12,8,1,5,1,5,"4","3,4,5","6",1842,"excali8ur",Base Game,
328560,"Viral: The Hive","https://cf.geekdo-images.com/mERMAHJfbkJ3BFuxV2i-hQ__original/img/4ja3uyITjqPKIllq5qAIze__tN4=/0x0/filters:format(png)/pic5879993.png",2021,Unknown,"Mihajlo Dimitrievski","Antonio Sousa Lara","","Game: Viral,Medical: Diseases,Series: Dice Tower Essentials,Theme: Biology","Expansion for Base-game,Humor,Medical","",7.2,"Not Rated",2.7,Unknown,60 - 90,12,10,2,5,2,5,"","2,3,4,5","0",Unknown,"excali8ur",Expansion,
417719,"Virus!: Roll & Write","https://cf.geekdo-images.com/MzfYrrYu4HzLI8c5BNflXw__original/img/8rfntfmwFKdskVJ8_YzKitfNKYw=/0x0/filters:format(jpeg)/pic8253946.jpg",2024,Unknown,"David GJ","Abraham Sanchez Hermida,Paloma J. Pascual","Family Game","Game: Virus!,Mechanism: Roll-and-Write,Medical: Diseases,Occupation: Medic / Doctor / Nurses","Dice","Dice Rolling,Paper-and-Pencil",7.0,"Not Rated",1.9,1,20,8,8,2,4,2,4,"4","2,3,4","0",8458,"",Base Game,
209290,"Vortex","https://cf.geekdo-images.com/wdWZOmtr_QujsuIl6N6HRQ__original/img/odwb5_UKSTOZ5h0GJtFpiLTwsaM=/0x0/filters:format(jpeg)/pic4984733.jpg",2016,Unknown,"","Hans Beeftink","Abstract Game","","Abstract Strategy","Action Points",6.8,"Not Rated",2.0,1,15 - 60,8,6,1,6,1,6,"","1,2,3,4,5","0",11998,"excali8ur",Base Game,
439983,"The Voynich Puzzle","https://cf.geekdo-images.com/uSVXNr6eWn3vh2bQfVVLwA__original/img/rQPSy9oLJvVww96KQ4XL07BomeA=/0x0/filters:format(jpeg)/pic8739904.jpg",2025,Unknown,"Jorge Tabanera Redondo","Dani Garcia","","Components: Jigsaw Puzzles,Crowdfunding: Gamefound,Theme: Books / Libraries","Medieval","Contracts,Deck, Bag, and Pool Building,Pattern Building,Tile Placement",7.3,"9.0",3.9,1,90 - 120,14,14,1,4,1,4,"3,4","2,3,4","4",3654,"excali8ur",Base Game,
448055,"Walking in Osaka","https://cf.geekdo-images.com/37B7troSO9X8f1eUG4_LFA__original/img/rKlm-uKIURHDFMLqVoHeCoFVqYQ=/0x0/filters:format(jpeg)/pic8932331.jpg",2025,Unknown,"Jorge Tabanera Redondo","Daniel Lee Yingjie","","Admin: Better Description Needed!,Admin: Upcoming Releases,Cities: Osaka (Japan),Country: Japan,Crowdfunding: Kickstarter,Series: Walking in… (EmperorS4)","Medieval,Travel","Open Drafting,Pattern Building,Point to Point Movement,Solo / Solitaire Game,Tile Placement",6.7,"Not Rated",2.0,Unknown,15 - 30,8,Unknown,1,4,1,4,"","","0",17096,"",Base Game,
355483,"Wandering Towers","https://cf.geekdo-images.com/602eY-xlgkaL3gtyZ7QVVQ__original/img/0pBr7ImqUOKLPUb12_r0_R0MD1M=/0x0/filters:format(jpeg)/pic7347437.jpg",2022,Unknown,"Michael Menzel","Michael Kiesling,Wolfgang Kramer","Family Game","Components: 3-Dimensional (3D),Digital Implementations: Board Game Arena,Misc: Mensa Select,Theme: Witches,Theme: Wizards","Fantasy,Memory","Hand Management,Memory,Race,Rondel,Solo / Solitaire Game,Take That,Track Movement",7.3,"Not Rated",1.6,1,30,8,8,1,6,1,6,"4,5","3,4,5,6","1",714,"",Base Game,
412013,"Warp & Weft","https://cf.geekdo-images.com/4buesvtD5-cXvsIDSRPVPA__original/img/JssYvwtj6tFxqMhal0RraN1ZTfI=/0x0/filters:format(jpeg)/pic8295579.jpg",2024,Unknown,"Maya Hanisch","Cami Muñoz Villar","","Components: String,Containers: Drawstring Bag,Theme: Sewing / Knitting / Cloth-Making","Abstract Strategy,Puzzle","Chaining,Connections,End Game Bonuses,Open Drafting,Pattern Building,Three Dimensional Movement,Variable Set-up",7.0,"Not Rated",2.0,1,25 - 35,8,Unknown,2,5,2,5,"","4","0",13651,"",Base Game,
396618,"Waterfall Park","https://cf.geekdo-images.com/0G5vWPEOSVl8ZmXh-Ledcw__original/img/2wG0R_Xj32dik1AD8m6PjbwFTuI=/0x0/filters:format(jpeg)/pic7687140.jpg",2023,Unknown,"Umeshu Lovers","Karsten Hartwig","Family Game","Theme: Amusement Parks / Theme Parks","Negotiation","Enclosure,Hidden Victory Points,Income,Investment,Negotiation,Set Collection,Tile Placement,Trading,Victory Points as a Resource",7.0,"Not Rated,Not Rated",1.9,1,45,8,8,3,5,3,5,"5","4,5","2,2",3108,"",Base Game,
150312,"Welcome to the Dungeon","https://cf.geekdo-images.com/6eQXDEMIWldaut9w7jXihg__original/img/E_d5wpS2jEaH7mdO6humOGULycA=/0x0/filters:format(jpeg)/pic6771265.jpg",2013,Unknown,"Dimitri Chappuis,Bastien Grivet,Paul Mafayon,Igor Polouchine,Masato Uesugi","Hisanori Hiraoka,Masato Uesugi","Party Game,Family Game","Series: Mini Games (IELLO),Series: Welcome to the Dungeon","Bluffing,Card Game,Fantasy,Fighting","Betting and Bluffing,Memory,Player Elimination,Push Your Luck",6.5,"Not Rated",1.2,2,30,10,8,2,4,2,4,"3","2,3,4","2",1684,"excali8ur",Base Game,
339789,"Welcome to the Moon","https://cf.geekdo-images.com/eCdiHCB9OobumwaGl4dbOQ__original/img/U4DY7_OUE1XI1m1Fi0iubbf2sEI=/0x0/filters:format(png)/pic6204967.png",2021,Unknown,"Anne Heidsieck","Alexis Allard,Benoit Turpin","Thematic,Family Game","Components: Dry Erase Markers / Dry Erase Surfaces,Digital Implementations: Board Game Arena,Digital Implementations: TableTop Simulator Mod (TTS),Mechanism: Campaign Games,Mechanism: Flip-and-Write,Players: Games with Solitaire Rules,Series: Alexis Solo Mode,Series: Welcome To ...,Space: Colonization / Extraterrestrial Colonisation,Space: Earth's Moon","City Building,Science Fiction,Space Exploration","Area Majority / Influence,Bingo,Narrative Choice / Paragraph,Paper-and-Pencil,Pattern Building,Race,Scenario / Mission / Campaign Game,Simultaneous Action Selection,Solo / Solitaire Game",7.8,"Not Rated",2.5,1,25 - 30,10,10,1,6,1,6,"1,2,3,4","1,2,3,4,5,6","23",213,"excali8ur",Base Game,
25821,"The Werewolves of Miller's Hollow","https://cf.geekdo-images.com/rZ0tOafAt1oue_7NKqELsg__original/img/Mxx1Abak0zV1FhoDr5HOnMirFAM=/0x0/filters:format(jpeg)/pic7203269.jpg",2001,Unknown,"Philippe des Pallières,Hervé Marly,Alexios Tjoyas","Philippe des Pallières,Hervé Marly","Party Game","Creatures: Werewolves,Digital Implementations: Board Game Arena,Game: Werewolf / Mafia","Bluffing,Deduction,Horror,Murder / Mystery,Party Game","Hidden Roles,Player Elimination,Role Playing,Team-Based Game,Variable Player Powers,Voting",6.7,"Not Rated",1.3,1,30,10,10,8,18,8,18,"10,11,12,13,14,15","8,9,10,11,12,13,14,15,16,17,18","0",1560,"excali8ur",Base Game,
335275,"Whirling Witchcraft","https://cf.geekdo-images.com/Vghbon6jnyUg6oPQju7DyQ__original/img/mXoGk0Cpiww8k1OpjyCkC3M6FAM=/0x0/filters:format(jpeg)/pic6088814.jpg",2021,Unknown,"Luis Francisco,Weberson Santiago","Erik Andersson Sundén","Family Game","Components: 3-Dimensional (3D),Contests: Fastaval Design Competition,Digital Implementations: Tabletopia,Theme: Witches","Fantasy","Simultaneous Action Selection,Take That,Variable Player Powers",7.2,"Not Rated",1.8,2,15 - 30,14,8,2,5,2,5,"3","2,3,4,5","2",2003,"excali8ur",Base Game,
461255,"Wild World","https://cf.geekdo-images.com/l_h28_KTC1eAwYa19XMkIg__original/img/R1rBKutRx5PhRvi33sQXaRuR2hw=/0x0/filters:format(jpeg)/pic9309973.jpg",2026,Unknown,"Eirik Belaska","Eilif Svensson,Åsmund Svensson,Viljar Opdal Svensson","","Admin: Upcoming Releases,Creatures: Monsters","","Multi-Use Cards,Variable Player Powers,Worker Placement",8.1,"Not Rated",2.7,Unknown,45 - 90,14,Unknown,1,4,1,4,"","","0",Unknown,"",Base Game,
445044,"Wispwood","https://cf.geekdo-images.com/OymEgib8Sh3Mhup64pJX-A__original/img/pIvle5n77Ysb9_9Bzjwtguq1QHE=/0x0/filters:format(jpeg)/pic8857307.jpg",2025,Unknown,"Štěpán Drašťák","Reed Ambrose","Abstract Game,Family Game","Animals: Cats,Components: Ultraviolet light (blacklight),Creatures: Fairies / Elves / Pixies,Digital Implementations: Board Game Arena,Digital Implementations: Yucata,Holidays: Halloween,Theme: Trees and Forests","Abstract Strategy,Fantasy","Grid Coverage,Open Drafting,Pattern Building,Score-and-Reset Game,Solo / Solitaire Game,Square Grid,Tile Placement",7.4,"Not Rated",2.0,2,30 - 45,10,12,1,4,1,4,"3","1,2,3,4","3",2261,"excali8ur",Base Game,
368058,"The Wolves","https://cf.geekdo-images.com/6irYLjUf_o0rK7E_4qI-gw__original/img/Cyll_t91vZxuxt_fBbSb0z70vPA=/0x0/filters:format(png)/pic6990829.png",2022,Unknown,"Pauliina Linjama","Ashwin Kamath,Clarence Simpson","Strategy Game","Animals: Wolves,Category: Combinatorial,Digital Implementations: Board Game Arena,Digital Implementations: TableTop Simulator Mod (TTS),Organizations: Game Designers of North Carolina,Theme: Biology,Theme: Nature","Animals,Territory Building","Area Majority / Influence,Grid Movement,Hexagon Grid,Modular Board,Take That,Variable Set-up",7.2,"Not Rated",2.8,2,75,14,12,2,5,2,5,"3","2,3,4","5",1060,"excali8ur",Base Game,
227935,"Wonderland's War","https://cf.geekdo-images.com/bUbrvlY6Dw1cdb-sNrnkew__original/img/KcU-Srht_4xyLQ69ZjFcFKEOfMc=/0x0/filters:format(jpeg)/pic5188761.jpg",2022,Unknown,"Manny Trembley","Tim Eisner,Ben Eisner,Ian Moss","Strategy Game","Books: Alice in Wonderland,Components: Game Trayz Inside,Components: Miniatures,Components: Standees,Crowdfunding: Kickstarter,Settings: Wonderland's War (Druid City Games)","Fantasy,Novel-based","Area Majority / Influence,Deck, Bag, and Pool Building,Dice Rolling,Open Drafting,Push Your Luck,Rondel,Variable Player Powers",8.0,"Not Rated",3.0,3,45 - 125,13,12,2,5,2,5,"4","3,4,5","0",134,"",Base Game,
400366,"Wondrous Creatures","https://cf.geekdo-images.com/3ue_3La0WYopTSDER3shUA__original/img/fm8i0N9fCQRGqNHgk0jh0gk01Ww=/0x0/filters:format(jpeg)/pic8389014.jpg",2024,Unknown,"Sophia Kang","Yeom.C.W","Strategy Game","Components: Magnets,Components: Meeples (Animal) / Animeeples,Components: Sand Timers,Components: Wooden pieces & boards,Containers: Book-like,Crowdfunding: Kickstarter,Digital Implementations: Board Game Arena,Digital Implementations: TableTop Simulator Mod (TTS),Digital Implementations: Tabletopia,Mechanism: Tableau Building,Players: Games with Solitaire Rules","Fantasy","End Game Bonuses,Hand Management,Hexagon Grid,Open Drafting,Set Collection,Tags,Variable Player Powers,Worker Placement,Worker Placement, Different Worker Types",8.0,"Not Rated",3.0,3,40 - 80,14,12,1,4,1,4,"2,3","1,2,3","0",194,"",Base Game,
365258,"World Wonders","https://cf.geekdo-images.com/GGi5aUL1dVQIrytxgXow4g__original/img/ZpVBZXZhs1plAi5s4M7Db3YwBLc=/0x0/filters:format(png)/pic7604558.png",2023,Unknown,"Odysseas Stamoglou,Tom Ventre","Zé Mendes","Strategy Game,Family Game","Components: Polyominoes,Components: Wooden pieces & boards,Misc: Watch It Played How To Videos,Theme: Construction","Ancient,City Building","Action Points,Grid Coverage,Loans,Open Drafting,Solo / Solitaire Game,Square Grid,Tile Placement",7.6,"Not Rated",2.3,1,50 - 70,12,10,1,5,1,5,"3","1,2,3,4","5",476,"excali8ur",Base Game,
441235,"World Wonders: Europa Wonders Pack","https://cf.geekdo-images.com/zd9_zD4V_X6K-1bKjGM66A__original/img/QmuQVUhL7tHz7V323Xk9NE8hgSQ=/0x0/filters:format(jpeg)/pic9054897.jpg",2025,Unknown,"Matthew Sellers,Tom Ventre","Zé Mendes","","Components: Polyominoes,Crowdfunding: Spieleschmiede,Theme: Construction","Expansion for Base-game,Ancient,City Building","Action Points,Solo / Solitaire Game,Tile Placement",8.2,"Not Rated",2.0,1,70,14,Unknown,1,5,1,5,"","","0",Unknown,"excali8ur",Expansion,
406746,"World Wonders: Mundo Wonders Pack","https://cf.geekdo-images.com/2JZ5oJbHxEGMu_h37kWr-Q__original/img/-_Ni-AtlZvJeYm-0jDgSVnNGIFA=/0x0/filters:format(png)/pic7896785.png",2024,Unknown,"Tom Ventre","Zé Mendes","","Components: Polyominoes,Theme: Construction","Expansion for Base-game,Ancient,City Building","Action Points,Solo / Solitaire Game,Tile Placement",8.1,"Not Rated",2.3,1,50 - 70,14,10,1,5,1,5,"1,2,3","1,2,3,4,5","0",Unknown,"excali8ur",Expansion,
314393,"Wutaki","https://cf.geekdo-images.com/Hz7xY0JxOsCJ9lRm2TCYOg__original/img/o7jieNScaEmisBr9cT7f_uAYnDI=/0x0/filters:format(jpeg)/pic6097188.jpg",2021,Unknown,"David Rimbach","David Rimbach","","Crowdfunding: Kickstarter","Adventure,Card Game,Economic,Territory Building","Hidden Roles,Hidden Victory Points,Open Drafting,Roles with Asymmetric Information,Take That,Turn Order: Claim Action,Worker Placement,Worker Placement, Different Worker Types",7.4,"Not Rated",2.8,1,60 - 90,14,10,2,4,2,4,"4","2,3,4","3",7460,"excali8ur",Base Game,
