data:text/csv;charset=utf-8,"sep=,"
Game ID, Name, Image, Year Published, Price, Artists, Designers, Primary Family, Other Families, Categories, Mechanics, BGG Rating, User Rating, Complexity, Language Level, Play Time, Minimum Age, Recommended Min Age, Minimum Players, Maximum Players, Minimum Players (Base Game), Maximum Players (Base Game), Best with x Number of Players, Recommended with x Number of Players, Number of Plays, BGG Rank, Owners, Type
401347,"Sakura Dice","https://cf.geekdo-images.com/2iLhJI4HBNNoK0YZuTsLAA__original/img/211bMzE7gHGJL7NUEfZO-JdCXRY=/0x0/filters:format(jpeg)/pic8833240.jpg",2025,Unknown,"","Hegedűs Csaba","","Components: 13 x 13 Grids,Components: Dice with Icons,Country: Japan,Mechanism: Roll-and-Write","Dice,Environmental","Bingo,Connections,Dice Rolling,Grid Coverage,Line Drawing,Paper-and-Pencil,Race",7.8,"8.0",2.4,1,40 - 60,10,10,2,6,2,6,"2,3","2,3,4","1",15949,"excali8ur",Base Game,
441292,"Scenery","https://cf.geekdo-images.com/cVHtx6QkRp_F5wZgtRq4-w__original/img/pPM7NnInO_I3CQiZsARI6qNETBI=/0x0/filters:format(jpeg)/pic9021647.jpg",2025,Unknown,"Kristin Kremer","Luke Allison,Peter Joustra,Corné van Moorsel","","Admin: Upcoming Releases,Crowdfunding: Kickstarter,Theme: Hiking","Adventure,Exploration","Hexagon Grid,Network and Route Building,Tile Placement",7.1,"Not Rated",3.0,Unknown,20 - 50,9,Unknown,1,5,1,5,"","","0",16408,"",Base Game,
382016,"Sea of Thieves: Voyage of Legends","https://cf.geekdo-images.com/TzgLPLbbqbjPdNqBLQWd-g__original/img/v8w7o-nv90mSKC-Xys7lSvZ0V_g=/0x0/filters:format(png)/pic7651270.png",2023,Unknown,"","Mat Hart,James M. Hewitt,Steve Margetson,Sherwin Matthews,Sophie Williams","","Misc: LongPack Games","Pirates,Video Game Theme","Dice Rolling,Pick-up and Deliver,Take That",6.5,"Not Rated",2.8,Unknown,90 - 120,14,10,2,4,2,4,"3","2,3,4","2",14976,"excali8ur",Base Game,
360692,"Septima","https://cf.geekdo-images.com/TEx3V_COEF6Vik8y3Ax3hA__original/img/9Yz9xcfNSUBYLzX8mCYuYhzDJSo=/0x0/filters:format(jpeg)/pic6810993.jpg",2023,Unknown,"Barbara Bernát,Villő Farkas","Robin Hegedűs","Strategy Game","Components: Game Trayz Inside,Components: Gems/Crystals,Components: Meeples (Animal) / Animeeples,Components: Official Music Soundtrack,Components: Wooden pieces & boards,Crowdfunding: Kickstarter,Digital Implementations: TableTop Simulator Mod (TTS),Misc: LongPack Games,Theme: Witches","Fantasy,Mythology","Hand Management,Simultaneous Action Selection,Variable Player Powers,Worker Placement, Different Worker Types",7.3,"Not Rated",3.7,3,50 - 100,12,14,1,4,1,4,"3","1,2,3,4","0",1206,"",Base Game,
34655,"Serendipity","https://cf.geekdo-images.com/_2zU1nwuQRYa4ji5SdI6vg__original/img/ie8r14wgZLdr39NA6hdSy2ocObo=/0x0/filters:format(jpeg)/pic299610.jpg",2008,Unknown,"Johann Rüttinger","Matthias Etter","Abstract Game","","Abstract Strategy","Pattern Building,Tile Placement",5.0,"Not Rated",1.8,1,45,6,8,2,6,2,6,"6","2,3,4,5,6","0",28155,"excali8ur",Base Game,
359764,"Shake That City","https://cf.geekdo-images.com/HJTx3HjuW0acQISomdQ7QA__original/img/3gj0-q0nPa4RVDpDk4oOYAw9EPY=/0x0/filters:format(png)/pic6776267.png",2023,Unknown,"Olga Kim","Mads Fløe,Kåre Torndahl Kjær","Family Game","Digital Implementations: TableTop Simulator Mod (TTS),Theme: City","City Building,Puzzle","Bingo,Grid Coverage,Pattern Building,Tile Placement,Variable Set-up",7.0,"Not Rated",1.9,1,20 - 40,10,10,1,4,1,4,"3,4","1,2,3,4","6",3080,"excali8ur",Base Game,
18866,"Shear Panic","https://cf.geekdo-images.com/JzqCDDZ2JfeQjYwzHvbsMw__original/img/E3hNdflUaaMVadj29u_vq-M5FTw=/0x0/filters:format(jpeg)/pic436963.jpg",2005,Unknown,"Paolo Chiari,Gabriela Silveira","Gordon Lamont,Fraser Lamont","Family Game","Animals: Sheep,Components: Dice with Icons,Components: Meeples (Animal) / Animeeples,Country: Scotland,Theme: Hair / Beards / Animal Fur","Animals","Dice Rolling,Grid Movement,Hand Management,Once-Per-Game Abilities,Pattern Building,Pieces as Map,Slide / Push",6.3,"Not Rated",2.2,1,45,10,10,2,4,2,4,"4","2,3,4","1",3191,"excali8ur",Base Game,
413301,"Shipping Shenanigans","https://cf.geekdo-images.com/VBfChI5QgrCXiBbBK7EfmA__original/img/bLLE_jJkwUZOtpg7__IQhZ0Mjuw=/0x0/filters:format(jpeg)/pic8008696.jpg",2023,Unknown,"","","","Game: Dungeon Drop","Adventure,Expansion for Base-game,Exploration,Science Fiction,Space Exploration,Transportation","Dice Rolling,Events,Point to Point Movement,Push Your Luck",7.8,"Not Rated",0.0,Unknown,45 - 60,8,Unknown,2,4,2,4,"","","0",Unknown,"excali8ur",Expansion,
319807,"Shogun no Katana","https://cf.geekdo-images.com/XdXFnbesrDbKVlhLS64LHw__original/img/1d3wL7riZP_6Qum67BjQKNxrscM=/0x0/filters:format(jpeg)/pic5667351.jpg",2023,Unknown,"Alan D'Amico,Giorgia Lanza,Paolo Vallerga","P.S. Martensen,Federico Randazzo","Strategy Game","Components: Miniatures,Country: Japan,Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Misc: LongPack Games,Players: Games with Solitaire Rules,Theme: Metal Smithing","Industry / Manufacturing,Medieval","End Game Bonuses,Market,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Turn Order: Claim Action,Turn Order: Progressive,Variable Set-up,Worker Placement,Worker Placement, Different Worker Types",7.7,"Not Rated",3.8,1,60 - 180,14,14,1,4,1,4,"3","1,2,3,4","6",1884,"excali8ur",Base Game,
458150,"Shugendo","https://cf.geekdo-images.com/PlUz2Gpo-3pHzGXAdNw8Ig__original/img/dIc8KFm9WIOWhf5k_gFubt3MD4M=/0x0/filters:format(jpeg)/pic9218562.jpg",2026,Unknown,"Jorge Monlongo","Alessandro Cuneo,Simone Luciani","","Admin: Upcoming Releases,Setting: Kemushi Saga","Card Game,Fantasy,Farming","Deck Construction,Push Your Luck",7.0,"Not Rated",0.0,Unknown,50 - 60,14,Unknown,2,4,2,4,"","","0",Unknown,"",Base Game,
428890,"Side Quest: The Isle of Cats","https://cf.geekdo-images.com/xqlNxVBvZFnWo_KF-oagzw__original/img/VcdBRcHNDoHXj_2Fu21ingwPZ40=/0x0/filters:format(png)/pic8424986.png",2024,Unknown,"Magdalena Klepacz,Paweł Niziołek","Jakub Caban,Bartosz Idzikowski","","Animals: Cats,Category: Escape Room Games,Misc: LongPack Games,Series: Side Quest (Board&Dice, lockme),Theme: Tropical Islands","Deduction,Puzzle","Cooperative Game,Deduction,Storytelling,Worker Placement",5.8,"Not Rated",2.0,4,60 - 90,14,12,1,4,1,4,"1,2","1,2,3,4","0",23738,"",Base Game,
288254,"Simplicity","https://cf.geekdo-images.com/aku0npW55Jyi-DD1Q5IGTA__original/img/3aBlkwe-ULxTYPcYPRQre1z0tUY=/0x0/filters:format(png)/pic5971505.png",2021,Unknown,"Sergio Chaves,Rainer Petter","David Brain","","Digital Implementations: Board Game Arena,Theme: City","Abstract Strategy,City Building","Modular Board,Open Drafting,Pattern Building,Tile Placement",6.0,"Not Rated",1.7,1,20 - 40,10,6,2,6,2,6,"5","2,3,5,6","0",15332,"",Base Game,
40692,"Small World","https://cf.geekdo-images.com/aoPM07XzoceB-RydLh08zA__original/img/bYLzrwZO9u-3h2wyU-PHc8aTOY4=/0x0/filters:format(jpeg)/pic428828.jpg",2009,Unknown,"Miguel Coimbra,Cyrille Daujean","Philippe Keyaerts","Strategy Game,Family Game","Components: Map (Continental / National scale),Creatures: Fairies / Elves / Pixies,Digital Implementations: Board Game Arena,Digital Implementations: Google Play,Digital Implementations: Steam,Game: Small World,Misc: Dice Tower Hall of Fame,Misc: Watch It Played How To Videos,Players: Games with expansions that add solo play","Fantasy,Fighting,Territory Building","Area Majority / Influence,Area Movement,Dice Rolling,Hidden Victory Points,Increase Value of Unchosen Resources,Variable Player Powers,Variable Set-up,Victory Points as a Resource",7.2,"Not Rated",2.3,1,40 - 80,8,8,2,5,2,5,"4","2,3,4,5","3",412,"excali8ur",Base Game,
97786,"Small World Underground","https://cf.geekdo-images.com/qFmyurPNiCM8UPtP38mQpg__original/img/0464mabR0gCe0rmZCKpW-Y1RBWg=/0x0/filters:format(jpeg)/pic979889.jpg",2011,Unknown,"Miguel Coimbra","Philippe Keyaerts","Strategy Game,Family Game","Game: Small World,Players: Games with expansions that add solo play","Fantasy,Fighting,Territory Building","Area Majority / Influence,Area Movement,Dice Rolling,King of the Hill,Variable Player Powers",7.2,"Not Rated",2.6,3,30 - 90,8,8,2,5,2,5,"4","2,3,4,5","0",655,"",Base Game,
241991,"Small World: Power Pack 1","https://cf.geekdo-images.com/m8RIRWofjMHSnE9z6zYw1Q__original/img/gPZYm7UYWuLxr2uMKXLSK-w4wCk=/0x0/filters:format(jpeg)/pic3948917.jpg",2017,Unknown,"Miguel Coimbra,Cyrille Daujean","Philippe Keyaerts","","Game: Small World","Expansion for Base-game,Fantasy,Fighting,Territory Building","Area Majority / Influence,Area Movement,Dice Rolling,Variable Player Powers",7.6,"Not Rated",2.2,Unknown,40 - 80,8,8,2,5,2,5,"4,5","2,3,4,5","0",Unknown,"excali8ur",Expansion,
241989,"Small World: Power Pack 2","https://cf.geekdo-images.com/lwbnPi_yyBliDY3C_cfHqg__original/img/BnMzGFMMaB6RzBIh83ZDB2yNapU=/0x0/filters:format(jpeg)/pic3948940.jpg",2017,Unknown,"Miguel Coimbra,Cyrille Daujean","Clay Blankenship,Blaise Hanczar,Michael Haverty,Philippe Keyaerts,Jörg Krismann,Paolo Mori,Jason Oman,Leif Steiestol,Phil Walker-Harding","","Game: Small World","Expansion for Base-game,Fantasy,Fighting,Territory Building","Area Majority / Influence,Area Movement,Dice Rolling,Variable Player Powers",7.7,"Not Rated",2.3,Unknown,40 - 80,8,Unknown,2,5,2,5,"4","2,3,4,5","0",Unknown,"excali8ur",Expansion,
331804,"Solani","https://cf.geekdo-images.com/WtWDdoO5AeiXQfyepXR7zA__original/img/3s1yN2ixIFDqK673euWnycCsGyU=/0x0/filters:format(jpeg)/pic6004325.jpg",2023,Unknown,"Bojan Drangovski","Drake Villareal","Abstract Game","Crowdfunding: Kickstarter,Digital Implementations: TableTop Simulator Mod (TTS),Theme: Astronomy,Theme: Native Americans / First Peoples","Abstract Strategy,Mythology","End Game Bonuses,Open Drafting,Tile Placement",7.2,"Not Rated",2.2,2,30 - 60,14,12,1,4,1,4,"3,4","1,2,3,4","3",7313,"excali8ur",Base Game,
324761,"Special Attractions (fan expansion for Draftosaurus)","https://cf.geekdo-images.com/HxtdOAp1NfMhLal2kToFRQ__original/img/GDEU9ph-m1EH85NveQTkkx5ZhwE=/0x0/filters:format(jpeg)/pic5800704.jpg",2020,Unknown,"","Justin Schroeder","","Animals: Dinosaurs","Expansion for Base-game,Fan Expansion,Animals","End Game Bonuses,Open Drafting,Set Collection",7.9,"Not Rated",1.0,Unknown,15,8,8,2,5,2,5,"4","2,3,4","0",Unknown,"",Expansion,
415147,"Spectacular","https://cf.geekdo-images.com/u94yxoPLSFHaVUaFQ5Rigg__original/img/Kj43C2Ob4ZK1FgMwgIoG7T58Qcs=/0x0/filters:format(png)/pic8046770.png",2024,Unknown,"Gjermund Bohne","Eilif Svensson,Åsmund Svensson","Strategy Game","Animals: Alligators / Crocodiles,Animals: Apes / Monkeys,Animals: Birds,Animals: Dolphins,Animals: Elephants,Animals: Foxes,Animals: Giraffes,Animals: Lions,Animals: Pandas,Animals: Penguins,Animals: Tigers,Animals: Turtles,Components: Hexagonal Tiles,Theme: Environmental Protection / Degradation / Pollution,Theme: Nature,Theme: Zoos, Aquaria, Safari Parks","Animals,Dice,Puzzle","Closed Drafting,Dice Rolling,End Game Bonuses,Hexagon Grid,Pattern Building,Simultaneous Action Selection,Solo / Solitaire Game,Tile Placement,Variable Set-up",7.3,"Not Rated",2.3,1,20 - 30,10,10,1,6,1,6,"3,4","1,2,3,4,5,6","0",1756,"",Base Game,
162886,"Spirit Island","https://cf.geekdo-images.com/kjCm4ZvPjIZxS-mYgSPy1g__original/img/9uLd9C3XAvInLCLhAoXqKVk56zs=/0x0/filters:format(jpeg)/pic7013651.jpg",2017,Unknown,"Jason Behnke,Loïc Berger,Loïc Billiau,Kat G Birmelin,Cari Corene,Lucas Durham,Rocky Hammer,Sydni Kruger,Nolan Nasser,Jorge Ramos,Adam Rebottaro,Moro Rogers,Graham Sternberg,Shane Tyree,Joshua Wright (I)","R. Eric Reuss","Strategy Game","Components: Control Boards,Components: Map (Continental / National scale),Components: Miniatures,Components: Official Music Soundtrack,Components: Wooden pieces & boards,Crowdfunding: Kickstarter,Digital Implementations: Apple App Store,Digital Implementations: Google Play,Digital Implementations: Steam,Game: Spirit Island,Islands: Fictional,Misc: DIZED Tutorial,Misc: LongPack Games,Players: Games with expansions that change player count,Players: Games with Solitaire Rules,Theme: Colonial,Theme: Environmental Protection / Degradation / Pollution,Theme: Tropical,Theme: Tropical Islands","Environmental,Fantasy,Mythology,Territory Building","Action Retrieval,Area Majority / Influence,Automatic Resource Growth,Campaign / Battle Card Driven,Cooperative Game,Deck, Bag, and Pool Building,Hand Management,Modular Board,Simultaneous Action Selection,Solo / Solitaire Game,Tags,Variable Player Powers,Variable Set-up",8.3,"Not Rated",4.1,4,90 - 120,13,14,1,4,1,4,"2","1,2,3,4","1",11,"excali8ur",Base Game,
264172,"Stackers","https://cf.geekdo-images.com/0IvYNFwSIRoeIqbxmqTVHw__original/img/ni3hHTribt6u1D8_StuKDXI7Ziw=/0x0/filters:format(jpeg)/pic9038260.jpg",2018,Unknown,"","Hans Beeftink","","","Abstract Strategy","Tile Placement",6.0,"Not Rated",0.0,Unknown,15 - 45,6,Unknown,2,4,2,4,"","","1",Unknown,"excali8ur",Base Game,
4095,"Star Munchkin","https://cf.geekdo-images.com/jyfjZbaamMHD8q8MKG4jSg__original/img/-dDGprrarAhqz21AkW6ClnP-tCE=/0x0/filters:format(jpeg)/pic883059.jpg",2002,Unknown,"Wayne Barrett,John Kovalic,Len Peralta,Philip Reed,Gabby Ruenes","Steve Jackson (I)","Thematic","Game: Munchkin","Card Game,Fighting,Humor,Science Fiction","Dice Rolling,Open Drafting,Take That,Trading,Variable Player Powers",6.1,"Not Rated",1.7,4,90,10,12,3,6,3,6,"4","3,4,5","0",4624,"excali8ur",Base Game,
356944,"Stonesaga","https://cf.geekdo-images.com/AdQyAm_1faLFy74I465xBA__original/img/h92JGgCLk-fDdUe38EdnaGUHCa4=/0x0/filters:format(jpeg)/pic6685693.jpg",2026,Unknown,"Andrea Koroveshi","Max Brooke,Luke Eddy","","Crowdfunding: Kickstarter,Mechanism: Legacy,Misc: LongPack Games,Theme: Survival","Civilization,Fantasy,Prehistoric","Cooperative Game,Legacy Game,Scenario / Mission / Campaign Game,Solo / Solitaire Game",8.1,"Not Rated",3.4,4,60 - 120,13,10,1,4,1,4,"2,3","1,2,3","0",5906,"",Base Game,
469854,"The Stormlamp Rituals","https://cf.geekdo-images.com/DbM1DlVNMNBVjK4ttYdUgA__original/img/qwG6AOSgxiUPS6Evtf4exAOl_uk=/0x0/filters:format(jpeg)/pic9645931.jpg",2027,Unknown,"Jack Fallows","Jack Fallows","","Admin: Outside the Scope of BGG,Admin: Upcoming Releases,Crowdfunding: Kickstarter,Players: Solitaire Only Games,Theme: Mystery / Crime","Book,Deduction,Fantasy,Murder / Mystery,Puzzle","Deduction,Narrative Choice / Paragraph,Paper-and-Pencil,Scenario / Mission / Campaign Game",9.8,"Not Rated",0.0,5,600,14,Unknown,1,2,1,2,"","","0",Unknown,"",Base Game,
425505,"Storyfold: Wildwoods","https://cf.geekdo-images.com/s8nB_bnCj_nBdwMJZqsptA__original/img/r6N4CP_t495KEGRSFbYu9d8dtoM=/0x0/filters:format(png)/pic8332322.png",2025,Unknown,"Justine Chalieux","Sjoerd van der Linde","","Animals: Bears,Components: Book as Board,Components: Polyhedral (not D6) dice,Contests: Fastaval Design Competition,Mechanism: Campaign Games,Misc: LongPack Games,Players: Solitaire Only Games,Theme: Trees and Forests","Adventure,Book,Dice,Exploration,Fantasy","Action / Event,Dice Rolling,Multi-Use Cards,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Storytelling",7.8,"Not Rated",2.1,4,30 - 60,13,12,1,1,1,1,"1","1","0",3045,"",Base Game,
267367,"Suburbia: Collector's Edition","https://cf.geekdo-images.com/y2OymMOi1QShesm51JwQzA__original/img/9kXp7i47F3pKIt7AUL12mLhdFnM=/0x0/filters:format(jpeg)/pic4502788.jpg",2019,Unknown,"Ted Alspach,Jason Boles,Brett Stebbins,T. B. (II),Ollin Timm","Ted Alspach","Strategy Game","Components: Game Trayz Inside,Game: Suburbia,Theme: City,Versions & Editions: Big Box Versions of Individual Games","City Building,Economic","Hexagon Grid,Modular Board,Open Drafting,Set Collection,Tile Placement",8.0,"Not Rated",2.8,2,90,8,10,1,5,1,5,"3","1,2,3,4","4",Unknown,"excali8ur",Base Game,
365308,"Subway Squeeze","https://cf.geekdo-images.com/9_K6dzBY1UaG9nrgCiCDkw__original/img/prh18K6S5LSteFv4kHrTKBqZTY4=/0x0/filters:format(jpeg)/pic7009590.jpg",2022,Unknown,"","","","","Puzzle,Transportation","Grid Coverage,I Cut, You Choose,Open Drafting,Set Collection,Tile Placement",6.9,"Not Rated",1.8,1,30,12,6,2,4,2,4,"","2,3,4","2",14096,"excali8ur",Base Game,
16933,"Super Munchkin","https://cf.geekdo-images.com/mczN7SxMfZqQWH75-s_fiQ__original/img/rjApHFxCQmcNGHP6JkYuBu1G9Mk=/0x0/filters:format(jpeg)/pic71945.jpg",2005,Unknown,"Art Baltazar,Lar DeSouza,Steve Jackson (I),John Kovalic,Gabby Ruenes","Steve Jackson (I)","Thematic","Game: Munchkin,Theme: Superheroes","Card Game,Comic Book / Strip,Fighting,Humor","Dice Rolling,Trading,Variable Player Powers",5.9,"Not Rated",1.8,4,90,10,10,3,6,3,6,"4,5","3,4,5,6","0",8169,"excali8ur",Base Game,
346255,"Sushi Boat","https://cf.geekdo-images.com/8jT-NVziTclVui1FaOn54A__original/img/-IM0Mw0RcEuqOwcKOjV4DFPiGE0=/0x0/filters:format(png)/pic7596903.png",2023,Unknown,"Eveen Kwan","Dario Massarenti,Francesco Testini","","Country: Japan,Crowdfunding: Kickstarter,Food & Drink: Sushi,Theme: Food / Cooking","Card Game,Memory","Hidden Victory Points,Memory,Set Collection,Slide / Push,Worker Placement",6.4,"Not Rated",1.6,2,30 - 75,8,10,2,5,2,5,"","2,3","2",11894,"excali8ur",Base Game,
133473,"Sushi Go!","https://cf.geekdo-images.com/Fn3PSPZVxa3YurlorITQ1Q__original/img/5vRsn2TT9eJmq27i9HtLWKpB_xs=/0x0/filters:format(jpeg)/pic1900075.jpg",2013,Unknown,"Nan Rangsima,Tobias Schweiger,Phil Walker-Harding","Phil Walker-Harding","Family Game","Containers: Tin/Metal Box,Country: Japan,Crowdfunding: Indiegogo,Digital Implementations: Board Game Arena,Digital Implementations: Boardible (Mobile),Food & Drink: Sushi,Game: Sushi Go!,Theme: Food / Cooking","Card Game,Party Game","Closed Drafting,End Game Bonuses,Hand Management,Score-and-Reset Game,Set Collection,Simultaneous Action Selection",7.0,"Not Rated",1.2,1,15,8,6,2,5,2,5,"4","3,4,5","3",664,"excali8ur",Base Game,
333373,"Tacocat Spelled Backwards","https://cf.geekdo-images.com/AAMxkVG7esvt0EbQkN1zCw__original/img/z0Pax6VC0uVJcM4QiqdmPy4L38U=/0x0/filters:format(png)/pic6702315.png",2021,Unknown,"Matthew Inman","Elan Lee","","Misc: LongPack Games,Players: Two-Player Only Games","Card Game","Map Reduction,Tug of War,Turn Order: Claim Action",6.3,"Not Rated",1.2,Unknown,15 - 20,7,6,2,2,2,2,"2","2","2",8509,"excali8ur",Base Game,
278169,"Takayama","https://cf.geekdo-images.com/C04_mWQ0lg2GpJ-yUR2tjg__original/img/jrEOmxA8YTaKjK4k5yIyoK_Hrrw=/0x0/filters:format(jpeg)/pic5010081.jpg",2017,Unknown,"Alexandre Gérard,Thomas Pitte","Alexandre Gérard,Thomas Pitte","","Misc: LongPack Games","Action / Dexterity,Children's Game,Party Game","Push Your Luck,Stacking and Balancing",5.8,"Not Rated",0.0,Unknown,30,4,Unknown,1,10,1,10,"","","2",Unknown,"excali8ur",Base Game,
211450,"Take That","https://cf.geekdo-images.com/-zdvshUDq6JhvSRK3_DETA__original/img/VubT45yZ6I-4lpiwRAmwRe6M1Nw=/0x0/filters:format(jpeg)/pic3227467.jpg",2016,Unknown,"Oliver Freudenreich","Andreas Spies,Reinhard Staupe","","Series: NSV Middys (Nürnberger Spielkartenverlag)","Card Game","Hand Management,Take That",6.3,"Not Rated",1.2,1,20,8,8,2,4,2,4,"3,4","3,4","4",10692,"",Base Game,
70919,"Takenoko","https://cf.geekdo-images.com/uvz-5V6A2R6dp2oWIXmj_g__original/img/HxMG1z7bIVGCGPI6u6ciVO0Oubk=/0x0/filters:format(jpeg)/pic1912529.jpg",2011,Unknown,"Nicolas Fructus,Picksel,Yuio","Antoine Bauza","Family Game","Animals: Pandas,Components: 3-Dimensional (3D),Components: Miniatures,Components: Wooden pieces & boards,Country: Japan,Digital Implementations: Apple App Store,Digital Implementations: Board Game Arena,Digital Implementations: Google Play,Digital Implementations: Steam,Misc: Watch It Played How To Videos,Theme: Gardening,Theme: Nature,Theme: Trees and Forests,Theme: Weather","Animals,Environmental,Farming,Territory Building","Action Points,Contracts,Dice Rolling,Die Icon Resolution,End Game Bonuses,Grid Movement,Hexagon Grid,Modular Board,Network and Route Building,Pattern Building,Race,Set Collection,Tags,Tile Placement",7.2,"Not Rated",2.0,1,45,8,8,2,4,2,4,"3","2,3,4","3",444,"excali8ur",Base Game,
174095,"Takenoko: Chibis","https://cf.geekdo-images.com/vczvA6HVVeanUxhcvcPuqQ__original/img/MjmYTRuX7bRm0r7ocwvG-AFA8oA=/0x0/filters:format(jpeg)/pic2494589.jpg",2015,Unknown,"Nicolas Fructus,Picksel,Yuio","Antoine Bauza,Corentin Lebrat","Family Game","Admin: Better Description Needed!,Animals: Pandas,Country: Japan,Theme: Chibis,Theme: Nature","Animals,Environmental,Expansion for Base-game,Farming","Action Points,Dice Rolling,Grid Movement,Modular Board,Network and Route Building,Pattern Building,Set Collection,Tile Placement",7.5,"Not Rated",1.9,1,45 - 0,8,8,2,4,2,4,"3,4","2,3,4","0",Unknown,"excali8ur",Expansion,
252153,"Tang Garden","https://cf.geekdo-images.com/FmElPbRBjK5RmrAC9so5Gw__original/img/oZvUwcb2HsJHq8RfZ9UucPrfC-8=/0x0/filters:format(png)/pic4109518.png",2019,Unknown,"Matthew Mizak","Francesco Testini,Pierluca Zizzi","Strategy Game,Family Game","Components: 3-Dimensional (3D),Components: Game Trayz Inside,Components: Miniatures,Components: Official Music Soundtrack,Country: China,Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Game: Tang Garden,Series: 30 Journeys (Thundergryph),Theme: Gardening,Theme: Nature,Theme: Trees and Forests","Environmental","Line of Sight,Open Drafting,Set Collection,Solo / Solitaire Game,Tile Placement,Variable Player Powers",7.3,"Not Rated",2.6,1,40 - 60,14,10,1,4,1,4,"3","1,2,3,4","5",1050,"excali8ur",Base Game,
354718,"Tang Garden: Seasons","https://cf.geekdo-images.com/KNsllu0anUAPho-GvwbdgQ__original/img/YoVutvaebOX-EzOksE7lU_pyFOM=/0x0/filters:format(jpeg)/pic6631284.jpg",2024,Unknown,"Andrew Bosley,Sergio Chaves","Pierpaolo Paoletti,Francesco Testini","","Components: Miniatures,Country: China,Crowdfunding: Kickstarter,Game: Tang Garden,Series: 30 Journeys (Thundergryph),Theme: Gardening,Theme: Nature,Theme: Trees and Forests","Expansion for Base-game,Environmental","Area Majority / Influence,Auction: Sealed Bid,Cooperative Game,Open Drafting,Set Collection,Tile Placement,Variable Player Powers,Variable Set-up,Worker Placement",6.2,"Not Rated",0.0,Unknown,45 - 60,14,Unknown,1,4,1,4,"","","0",Unknown,"",Expansion,
1038,"Tantrix","https://cf.geekdo-images.com/yub8x1pyIOkV0ry-15bwcw__original/img/5qV4aRwVuwDg4HAsd7bDRFXam1M=/0x0/filters:format(jpeg)/pic8692268.jpg",1991,Unknown,"Morgan Andersson,Charlotte Lacroix,Mike McManaway","Mike McManaway","Abstract Game","Components: Hexagonal Tiles,Containers: Drawstring Bag,Containers: Unique Shape,Containers: Zippered Pouch,Misc: LongPack Games,Players: Games with Solitaire Rules,Versions & Editions: More-Player Versions of Two-Player Games","Abstract Strategy,Puzzle","Pattern Building,Tile Placement",6.4,"Not Rated",2.2,1,30,8,8,1,6,1,6,"2","1,2,3,4","0",3912,"excali8ur",Base Game,
422042,"Tea Garden","https://cf.geekdo-images.com/LIIX8JddEnTiwVV_cQ-mCA__original/img/6gQqWfyD1yZHfPi_4kBYfmaaczs=/0x0/filters:format(jpeg)/pic8238877.jpg",2024,Unknown,"Barbora Srp Žižková","Tomáš Holek","Strategy Game","Country: China,Food & Drink: Tea,Players: Games with expansions that add solo play","Ancient,Economic,Farming","Automatic Resource Growth,Deck, Bag, and Pool Building,End Game Bonuses",7.5,"Not Rated",3.1,1,90 - 120,12,12,2,4,2,4,"3","2,3,4","2",1640,"",Base Game,
426912,"Tea Witches","https://cf.geekdo-images.com/7QDBki1CWfkyNgnkxLXrGA__original/img/w0wx13-jgHiUEUs1ziI9s5NvZx0=/0x0/filters:format(png)/pic8366420.png",2025,Unknown,"Sandara Tang","Manny Vega","Strategy Game","Food & Drink: Tea,Misc: DIZED Tutorial,Theme: Witches","Fantasy","Push Your Luck,Tile Placement,Worker Placement",7.6,"Not Rated",3.1,3,60 - 120,12,12,2,4,2,4,"3","2,3","0",3394,"",Base Game,
444551,"Tearable Quest","https://cf.geekdo-images.com/9QTAsE-Ia4HJvV9K0_iNsw__original/img/s0xjyuM7JpkYyDRkYKRBdPJiQl4=/0x0/filters:format(jpeg)/pic8868603.jpg",2025,Unknown,"別府さい (Sai Beppu)","Shintaro Ono (大野 森太郎)","","Series: Tiny Box (AllPlay)","Puzzle","Matching,Real-Time,Solo / Solitaire Game",6.3,"Not Rated",1.0,Unknown,10,8,Unknown,1,50,1,50,"","","0",12313,"",Base Game,
279014,"Teenage Mutant Ninja Turtles: Turtle Power Card Game","https://cf.geekdo-images.com/bgjK-BduP2X3lgMmz1UjIg__original/img/lhrlxkXH0BMHO4y-Jge4n9dW4B8=/0x0/filters:format(jpeg)/pic6480478.jpg",2019,Unknown,"Xavier Gueniffey Durin,Jaime González García","Antoine Bauza,Corentin Lebrat,Ludovic Maublanc,Nicolas Oury,Théo Rivière","Party Game","Animals: Cats,Comic Books: Teenage Mutant Ninja Turtles,Players: One versus Many","Action / Dexterity,Animals,Children's Game,Comic Book / Strip,Movies / TV / Radio theme,Party Game","Rock-Paper-Scissors,Simultaneous Action Selection",6.2,"Not Rated",1.1,1,10 - 15,8,4,3,6,3,6,"4,5,6","4,5,6","1",9918,"excali8ur",Base Game,
